name,event,place,all_american,min,max,mean,std,median,q1,q3,mean_three_recent,mean_three_best,mean_three_worst,percent_diff_recent_best,percent_diff_recent_worst,no_mark_rate,count,grade,year,school,score
KALEB SIEKMEIER,DT,5,1,0.75556525534701,0.8728357340317183,0.8023648837703836,0.0300686228265253,0.7989233231485522,0.7816819438382074,0.8216208351520442,0.8023648837703834,0.8432998690528153,0.7602211552451622,0.0497488752945658,0.053941002252615,0.037037037037037,27,JR,3,MINNESOTA,0.8333333333333334
JEFFREY WILLIAMS,DT,6,1,0.7530918085261166,0.8709442746980939,0.8040261062958575,0.0345070214887552,0.8019787574567145,0.783027789902517,0.8178742907027499,0.8040261062958576,0.8217663320238614,0.7616761239633347,0.0218234816571525,0.0540971092894363,0.0,14,JR,3,MIAMI,0.7916666666666666
ELIJAH MASON,DT,7,1,0.7638585770405936,0.8827295213152917,0.8415320820602357,0.0277955460118865,0.8414811581550996,0.8240215335370289,0.8599956350938455,0.8415320820602357,0.8728357340317183,0.7977108492167417,0.036519178297271,0.053465208856331,0.0476190476190476,21,SR,4,WASHINGTON,0.75
JORDAN JOHNSON,DT,8,1,0.780590717299578,0.8659973810563073,0.816446602648043,0.0234699258909542,0.8151462243561762,0.8040157136621562,0.832605848974247,0.816446602648043,0.8400989378728357,0.7831611620350162,0.0285562149017111,0.0416170030527726,0.0588235294117647,17,SO,2,IOWA,0.7083333333333333
ROJE STONA,DT,9,0,0.8335515786410591,0.9473301324021532,0.8778775169377336,0.0312308345566042,0.8814200494689364,0.8534846500800233,0.8893496289829768,0.8778775169377337,0.9207042048595956,0.8344245598719627,0.0476227322927143,0.0507538449602667,0.0416666666666666,24,JR,3,CLEMSON,0.6666666666666667
TURNER WASHINGTON,DT,10,0,0.7737523643241669,0.9640622726611378,0.8597079480972977,0.0668470713120018,0.8353702895387749,0.8057980503419176,0.9187763713080168,0.8597079480972976,0.9438382074785392,0.7772927882050534,0.0932942682072702,0.1006904371691402,0.0,22,JR,3,ARIZONA STATE,0.625
KEVIN NEDRICK,DT,11,0,0.7660410301178524,0.8491197439255056,0.8119915876354112,0.026200655419447,0.8150734759202677,0.8021242543285318,0.8232940491779426,0.8119915876354112,0.8261312381783791,0.7788932537950434,0.0172632360896912,0.0416099682119131,0.0,11,JR,3,LIBERTY,0.5833333333333333
TANNER WATSON,DT,12,0,0.6813618507202095,0.847082787720064,0.776478005722877,0.0537872934090334,0.7973228575585624,0.7298850574712643,0.8182016586643387,0.776478005722877,0.8322421067947039,0.701585915902808,0.06932728774623,0.1013380933318458,0.0,15,SO,2,OHIO STATE,0.5416666666666667
SAMUEL WELSH,DT,13,0,0.7490178961152334,0.920413211115961,0.8320329550414666,0.0384528888569726,0.832605848974247,0.8138731267277752,0.8513385712207187,0.8320329550414666,0.8619234686454241,0.7784567631795914,0.0352907703952631,0.0665340377597135,0.0,16,SO,2,HARVARD,0.5
TOM YEZEK,DT,14,0,0.6249090644551142,0.8469372908482468,0.7707502788690043,0.043540849712966,0.7750618361705223,0.75185508511567,0.8047795722391968,0.7707502788690042,0.8242397788447547,0.6846112808574615,0.0670718914103099,0.1183747054961826,0.0,30,SR,4,NORTHERN IOWA,0.45833333333333337
JACOB LEMMON,DT,15,0,0.8018332605848973,0.8517386876182161,0.8277830556054809,0.0127166202419172,0.8246762694602066,0.8201658664338716,0.8387894660264804,0.8277830556054809,0.8441728502837189,0.8128910228430088,0.0196055345963461,0.0181535540276893,0.0555555555555555,18,SO,2,VIRGINIA,0.41666666666666663
ZORAWAR OTAL,DT,16,0,0.8136185072020952,0.9132838643969154,0.8705805325185508,0.0299839091466187,0.8731267277753528,0.8541393860032008,0.8916775789320529,0.8705805325185508,0.8918958242397788,0.8352975411028662,0.0241878895447227,0.0413663695679986,0.0,10,SR,4,PRINCETON,0.375
SEAN STAVINOHA,DT,17,0,0.719191037392696,0.8316601193074348,0.7764713371162519,0.032754346729691,0.7780445220427761,0.755092390513604,0.8024516222901207,0.7764713371162519,0.8124545322275571,0.7293273194626315,0.0452924781521311,0.0626166286543644,0.0,16,SO,2,TEXAS,0.33333333333333337
JAMIR GIBSON,DT,18,0,0.7501818710897715,0.859013531209079,0.8053000998409569,0.0288799135623043,0.8022697512003492,0.7896115233522479,0.8251127600756584,0.805300099840957,0.8466462971046121,0.7544982782870168,0.0500575531265467,0.0651389593248726,0.0,29,SR,4,ARMY WEST POINT,0.29166666666666663
ADAR SHEERE,DT,19,0,0.7597846646297104,0.8444638440273533,0.8134548232213007,0.0250214642391094,0.8192201367670595,0.8028153644696638,0.8343518114360541,0.8134548232213007,0.8384984722828459,0.7672050050923905,0.0303200449185851,0.0585196350289375,0.0,24,JR,3,LOUISVILLE,0.25
KEVIN SAKSON,DT,20,0,0.7165720936999854,0.8331150880256074,0.7845455868153379,0.0358798836681141,0.7941219263785828,0.7583296959115379,0.8019787574567145,0.784545586815338,0.8035792230467044,0.7378631359425771,0.0239699501111877,0.0613270932764933,0.1538461538461538,13,SO,2,IOWA STATE,0.20833333333333337
JACKSON MORRIS,DT,21,0,0.6809253601047577,0.8232213007420339,0.7604994970868996,0.0412321274652661,0.7680779863232939,0.7400698384984723,0.7897570202240651,0.7604994970868993,0.8134730103302779,0.6852902662592754,0.0673118659871713,0.1040389588228342,0.0416666666666666,24,SO,2,COLORADO ST.,0.16666666666666663
DJIMON GUMBS,DT,22,0,0.7554197584751927,0.8569765750036373,0.8047795722391968,0.0327809466277263,0.8084533682525825,0.7847737523643241,0.8198748726902371,0.8047795722391968,0.8155099665357194,0.7719579029050875,0.0132450331125827,0.0416323831348093,0.1111111111111111,9,SO,2,NORTHWESTERN ST.,0.125
NATHAN REID,DT,23,0,0.5993016150152771,0.8088171104321257,0.734073288852861,0.0697875193201378,0.744216499345264,0.689764295067656,0.7982322130074203,0.734073288852861,0.8025607449439837,0.6294679664387215,0.0891395798671698,0.1534318408162436,0.0666666666666666,15,SO,2,WYOMING,0.08333333333333337
MATTHEW APPEL,DT,24,0,0.6963480285173869,0.8469372908482468,0.7749994803683149,0.0516199483077173,0.7867015859159028,0.7442892477811727,0.8032154808671612,0.774999480368315,0.7935399388913138,0.7283088413599108,0.0236404113219547,0.0621171829272227,0.125,8,FR,1,YALE,0.04166666666666663
LOGAN BLOMQUIST,HT,1,1,0.5460092750793264,0.8954112765438126,0.7432012079173077,0.0925838871019072,0.735782279716866,0.6720771296070296,0.8278008298755186,0.7432012079173077,0.8824749816939225,0.5772923277194696,0.1713425769124676,0.2512831387967869,0.0,43,SR,4,SE MISSOURI,1.0
TYLER MERKLEY,HT,2,1,0.7761776909934098,0.8872345618745424,0.8392039907249207,0.0307884778718291,0.844215279472785,0.8213326824505736,0.8592567732487186,0.8392039907249207,0.8658774713204784,0.7898869091204949,0.0312870454453953,0.0605455246347585,0.0,16,JR,3,PENN STATE,0.9583333333333334
KOSTAS ZALTOS,HT,3,1,0.7908225530876251,0.8849157920429583,0.8463509885281914,0.0280871551401359,0.851964852330974,0.8367097876494997,0.8663656333902855,0.8463509885281914,0.8713692946058093,0.7994467496542187,0.0291296625222026,0.056998788837531,0.0,17,SO,2,MINNESOTA,0.9166666666666666
BOBBY COLANTONIO,HT,4,1,0.7916768367097877,0.8858921161825727,0.8354283622162558,0.0249151029253342,0.8335977544544789,0.81394923114474,0.8502867952160117,0.835428362216256,0.859043202343178,0.8014807582784153,0.0278728078072668,0.0414776892776819,0.0,20,JR,3,ALABAMA,0.875
MICHAEL BRYAN,HT,5,1,0.4752257749572858,0.8733219428850378,0.7358624777711915,0.1259812370308632,0.8142543324383695,0.6174639980473517,0.8420185501586527,0.7358624777711916,0.8583109592384671,0.5093157594988202,0.1536200248035291,0.3638783773944897,0.0277777777777777,36,SR,4,WICHITA STATE,0.8333333333333334
ALEXANDER TALLEY,HT,6,1,0.8035147669026117,0.8728337808152307,0.8348995199739647,0.0298751015645777,0.8238955333170612,0.8151696363192581,0.8607212594581402,0.8348995199739647,0.8302416402245546,0.8118135220893338,0.0055945764368166,0.0280388838794944,0.0,6,SR,4,NEBRASKA,0.7916666666666666
DECIO ANDRADE,HT,7,1,0.8206004393458628,0.8978520868928483,0.8512204051745179,0.0190015949132433,0.8461679277520138,0.8400353917500611,0.8624908469611912,0.8512204051745179,0.8757627532340738,0.8256041005613864,0.0284222204948096,0.0305533519166805,0.0476190476190476,21,JR,3,MIAMI,0.75
TREY KNIGHT,HT,8,1,0.7810593116914816,0.8763729558213328,0.8342842323651453,0.0300136275262679,0.8429338540395411,0.8147119843788139,0.854314132291921,0.8342842323651454,0.8675860385648035,0.7911073142950126,0.0391355401977392,0.0531280209483707,0.0,16,JR,3,USC,0.7083333333333333
JAYDEN WHITE,HT,9,0,0.7371247254088358,0.8568464730290456,0.8032435657527188,0.0313894327800477,0.8002806931901392,0.7919209177446912,0.8127593360995852,0.8032435657527189,0.845374664388577,0.7577495728581889,0.0511108003849347,0.0582885238496488,0.0,18,FR,1,WASHINGTON,0.6666666666666667
JAKE NORRIS,HT,10,0,0.7969245789602147,0.9708323163290212,0.8522681045258541,0.0309424779365481,0.8500122040517453,0.8332926531608494,0.8607517695875031,0.8522681045258541,0.8872345618745424,0.8058335367341959,0.0402028212133131,0.0560093140687937,0.0,33,SR,4,LSU,0.625
BAYLEY CAMPBELL,HT,11,0,0.7427385892116183,0.856114229924335,0.8041568061465972,0.0284110080954417,0.8037588479375153,0.7884427629973152,0.8220039052965584,0.8041568061465972,0.8389065169636318,0.7557562444064763,0.0422986872487121,0.0620554610052917,0.0,23,SR,4,OKLAHOMA,0.5833333333333333
EDWARD JEANS,HT,12,0,0.7291920917744692,0.831095923846717,0.773880457723729,0.0254038085755606,0.7755674884061509,0.7534781547473761,0.7926226507200391,0.7738804577237289,0.812179643641689,0.7330160279879587,0.0482947473238736,0.0542365452746682,0.0,34,SR,4,OKLAHOMA,0.5416666666666667
KADE MCCALL,HT,13,0,0.7289480107395655,0.8263363436660971,0.7819974981693922,0.0324125988275482,0.780876250915304,0.7582072247986332,0.8079082255308763,0.7819974981693922,0.8230412496948987,0.7391180538605484,0.05114362700604,0.0563789440606545,0.0,16,SO,2,KANSAS STATE,0.5
ALENCAR PEREIRA,HT,14,0,0.7664144495972662,0.8633146204539907,0.8177477422504271,0.028310134049186,0.8199902367586038,0.7953380522333415,0.8315230656577984,0.8177477422504271,0.8553819868196242,0.7797575461719957,0.0449866425959865,0.0475619033674032,0.0,16,JR,3,GEORGIA,0.45833333333333337
JAMES JOYCEY,HT,15,0,0.7047839882841104,0.8456187454234807,0.788844479700594,0.0454804451965982,0.8123627044178668,0.7533866243592873,0.8191359531364414,0.788844479700594,0.8296314376372956,0.707957041737857,0.0504016865493915,0.1080803791340388,0.0,24,JR,3,NORTH CAROLINA,0.41666666666666663
SEAN MOCKLER,HT,16,0,0.7816695142787405,0.8381742738589213,0.8220801806199659,0.0176722853477062,0.8239565535757871,0.8221259458140103,0.8306382719062729,0.8220801806199659,0.8282889919453259,0.8081929867382639,0.0075241484494153,0.0170366465691212,0.0,8,FR,1,INDIANA,0.375
KHALIL BEDOUI,HT,17,0,0.7327312667805712,0.826458384183549,0.776655683020096,0.0274091679320342,0.7745301440078106,0.7610446668293874,0.7896021479131072,0.7766556830200962,0.7965584574078594,0.7444471564559434,0.0253020537717122,0.0423489138646896,0.0,12,SR,4,VIRGINIA TECH,0.33333333333333337
KELLY COOK JR.,HT,18,0,0.7633634366609714,0.8324383695386868,0.7964974371491336,0.0225747154838354,0.7993653893092507,0.7831950207468881,0.8081523065657799,0.7964974371491336,0.8064437393214547,0.7736962004718899,0.0124100650957401,0.0290425793748463,0.0,8,SR,4,PURDUE,0.29166666666666663
KYLE BROWN,HT,19,0,0.7892360263607519,0.8367097876494997,0.8116609714425189,0.0144184557454814,0.812789846228948,0.7999755918965097,0.8197461557237002,0.8116609714425189,0.8301195997071027,0.7925718005044341,0.0224861087881659,0.023798505144509,0.0,16,SO,2,AUBURN,0.25
IVAR MOISANDER,HT,20,0,0.7326092262631194,0.8320722479863316,0.7817183304857214,0.029166290347871,0.784964608249939,0.7610446668293873,0.803331706126434,0.7817183304857213,0.8063216988040028,0.7401350581726467,0.0309858289016629,0.0546481975504006,0.0,15,SO,2,CALIFORNIA,0.20833333333333337
ANTHONY BARMES,HT,21,0,0.74762020990969,0.818769831584086,0.7827221137417623,0.0243993793031606,0.7753844276299732,0.7676348547717842,0.8025079326336343,0.7827221137417623,0.8002196729314132,0.7608819461394516,0.022107647087168,0.0282976291264631,0.0,8,FR,1,DRAKE,0.16666666666666663
EVAN STORK,HT,22,0,0.6927019770563827,0.8173053453746644,0.7696668293873566,0.0380921460599841,0.7843544056626801,0.755339272638516,0.7948193800341714,0.7696668293873566,0.803270685867708,0.7012854934504923,0.0427275160703408,0.0929755980193008,0.0,20,SR,4,SACRAMENTO ST.,0.125
ROBERT WATSON,HT,23,0,0.728703929704662,0.8339028557481084,0.7811620826535463,0.0325866023288746,0.7765438125457652,0.753539175006102,0.807481083719795,0.7811620826535463,0.8173053453746644,0.7392400943780002,0.0452223950108293,0.0551459198215502,0.05,20,SR,4,MEMPHIS,0.08333333333333337
NOAH WALKER,HT,24,0,0.5368562362704419,0.8365877471320479,0.7036856236270442,0.0785800160490074,0.7113741762265072,0.6484012692213815,0.7575054918232853,0.7036856236270442,0.7875274591164267,0.5827434708323164,0.1124478271544316,0.1880277013566075,0.1739130434782608,23,SR,4,PITTSBURGH,0.04166666666666663
MARC MINICHELLO,JT,1,1,0.748260381593715,0.9109988776655444,0.8211522633744857,0.0551792932044182,0.8232323232323232,0.7696408529741863,0.8638047138047139,0.8211522633744858,0.8689113355780023,0.7518518518518519,0.0565174851799871,0.0881121808287988,0.0,15,SO,2,PENN,1.0
ETHAN DABBS,JT,2,1,0.758361391694725,0.9306397306397308,0.8216450216450217,0.0571128180350886,0.8028619528619529,0.7720819304152637,0.8620089786756455,0.8216450216450218,0.8942760942760944,0.763823419378975,0.0846554913942927,0.072939455330567,0.0,14,JR,3,VIRGINIA,0.9583333333333334
TZURIEL PEDIGO,JT,3,1,0.7103254769921437,0.8855218855218856,0.8232323232323233,0.0438572511864664,0.8217732884399551,0.7999438832772167,0.8592592592592594,0.8232323232323234,0.865993265993266,0.7648709315375983,0.0506278652581221,0.0734982332155477,0.0,15,SO,2,LSU,0.9166666666666666
TARAN TAYLOR,JT,4,1,0.6774410774410775,0.8839506172839507,0.757502561850388,0.0545821564396597,0.756902356902357,0.7132996632996633,0.7881032547699215,0.7575025618503879,0.8297418630751965,0.6832398054620278,0.091024797555292,0.1030895711450355,0.0,23,JR,3,WICHITA STATE,0.875
CHINECHEREM PROSPER NNAMDI,JT,5,1,0.8199775533108867,0.9115600448933784,0.8761263427930095,0.0318779020771774,0.8801346801346802,0.8645342312008979,0.8960718294051628,0.8761263427930094,0.882267115600449,0.8496820052375608,0.0069845264472834,0.0306457406879807,0.0,7,FR,1,BAYLOR,0.8333333333333334
ARTHUR PETERSEN,JT,6,1,0.7227833894500563,0.8967452300785635,0.8119207952541287,0.0482614291996712,0.8103254769921437,0.7839786756453424,0.8417789001122336,0.8119207952541287,0.8567901234567902,0.7480733258511038,0.0537772333117146,0.0818560384801835,0.0,14,SR,4,NEBRASKA,0.7916666666666666
DJ JONSSON,JT,7,1,0.8136924803591471,0.8828282828282829,0.856954156954157,0.0182262540155303,0.8604938271604939,0.8485970819304153,0.8670033670033671,0.8569541569541571,0.8679012345679012,0.8319865319865319,0.0126933279943939,0.0295660174819815,0.0,13,SO,2,MISS STATE,0.75
AHMED MAGOUR,JT,8,1,0.7087542087542088,0.8350168350168351,0.7970632248410027,0.0450293349101541,0.8083052749719417,0.8015151515151515,0.8191358024691359,0.7970632248410027,0.8139169472502806,0.7708567153011598,0.0209235628113279,0.0334283771369942,0.0,6,JR,3,GEORGIA,0.7083333333333333
MARKIM FELIX,JT,9,0,0.7937149270482604,0.8114478114478114,0.7997755331088664,0.0101109814855713,0.7941638608305276,0.793939393939394,0.8028058361391694,0.7997755331088664,0.7937149270482604,0.7997755331088664,0.0076067051697421,0.0,0.0,3,SR,4,TEXAS TECH,0.6666666666666667
TY HAMPTON,JT,10,0,0.738608305274972,0.8650953984287318,0.8057880391213725,0.0385183624826928,0.805611672278339,0.7964085297418632,0.8191919191919192,0.8057880391213725,0.8094276094276095,0.7771417882528994,0.0045066060491755,0.0361939618207724,0.0,7,FR,1,OREGON,0.625
EVAN NIEDROWSKI,JT,11,0,0.7163860830527498,0.801571268237935,0.7720763187429854,0.0333134314630799,0.7860830527497196,0.7682379349046017,0.7881032547699215,0.7720763187429854,0.7860830527497196,0.7569023569023571,0.0179785640198226,0.0198484937459625,0.0,5,FR,1,MONMOUTH,0.5833333333333333
ELI GAUGHAN,JT,12,0,0.6392817059483726,0.7886644219977553,0.7208964646464647,0.0525730054743156,0.7329405162738496,0.6662457912457913,0.7687991021324356,0.7208964646464647,0.7803591470258138,0.6490086045641602,0.0792172657567785,0.104953053606449,0.0,16,JR,3,LSU,0.5416666666666667
CORD NEAL,JT,13,0,0.5489337822671156,0.8168350168350169,0.7141189674523009,0.0705836684087406,0.7154882154882155,0.6667508417508418,0.7767676767676768,0.7141189674523009,0.7988776655443324,0.5861952861952862,0.1120408284374815,0.1967581004332891,0.0,30,SR,4,STEPHEN F. AUSTIN,0.5
JACKSON MORRIS,JT,14,0,0.6644219977553312,0.7714927048260382,0.7411736411736413,0.0305727207275704,0.7473063973063974,0.7308641975308643,0.764337822671156,0.7411736411736413,0.7647586980920315,0.6943135054246167,0.0313228639872237,0.0652881300401348,0.125,16,SO,2,COLORADO ST.,0.45833333333333337
ASHTON DOMINGUE,JT,15,0,0.7013468013468014,0.7629629629629631,0.7315251278214242,0.0231920608169923,0.726374859708193,0.7173961840628508,0.7520763187429855,0.7315251278214242,0.7520763187429855,0.706771417882529,0.0277044633100782,0.0344208710127714,0.0,9,SO,2,SAMFORD,0.41666666666666663
MARK PORTER,JT,16,0,0.7592592592592594,0.8026936026936027,0.7772727272727273,0.0171741010500235,0.7732323232323233,0.7645903479236814,0.7884399551066218,0.7772727272727273,0.7753086419753087,0.7642723531612421,0.0025300899989156,0.0168666804188761,0.0,6,SR,4,FLORIDA,0.375
MARTEN GASPARINI,JT,17,0,0.6111111111111112,0.8561167227833896,0.7657313879536102,0.0650616712812425,0.7748597081930416,0.7602693602693602,0.7831649831649832,0.7657313879536102,0.7831649831649832,0.7096894874672652,0.0225109898072557,0.07596734114306,0.0,9,SO,2,GRAND CANYON,0.33333333333333337
BRADEN PRESSER,JT,18,0,0.6738496071829405,0.8254769921436589,0.7597830153385708,0.04786485620624,0.7776655443322111,0.7236812570145903,0.7915824915824916,0.7597830153385708,0.8079685746352413,0.6881032547699215,0.0614709110867179,0.0990129709058961,0.0,15,SO,2,NAVY,0.29166666666666663
ROAN ALLEN,JT,19,0,0.7267115600448935,0.842199775533109,0.7657527657527659,0.0387952038275651,0.74983164983165,0.7445005611672277,0.7762626262626263,0.7657527657527657,0.7644219977553312,0.7385708941264496,0.0017393673313284,0.0361383289397955,0.0,7,JR,3,WASHINGTON,0.25
MICHAEL WHITTAKER,JT,20,0,0.6292929292929293,0.7714927048260382,0.7101250601250602,0.0426645230879841,0.7144781144781145,0.6764870931537599,0.7393658810325476,0.71012506012506,0.7558922558922558,0.6535727646838758,0.0624374559115442,0.082939628431405,0.0666666666666666,15,JR,3,BYU,0.20833333333333337
JARED O'RILEY,JT,21,0,0.6897867564534231,0.7624017957351292,0.7258585858585859,0.0216542335162247,0.7282828282828283,0.7125701459034793,0.7388327721661055,0.725858585858586,0.7487093153759821,0.6935652824541713,0.0309931194057113,0.0455019872855895,0.0,15,SO,2,ARIZONA,0.16666666666666663
SCOTT CAMPBELL,JT,22,0,0.686307519640853,0.7968574635241302,0.7485895997007108,0.0306551277917155,0.7506172839506173,0.7322109988776655,0.7719416386083053,0.7485895997007109,0.7805836139169473,0.7027310138421251,0.0418448530635011,0.063195665286721,0.0,15,SO,2,DUKE,0.125
JAMES MCNANEY,JT,23,0,0.5777777777777778,0.8014590347923681,0.7123456790123457,0.063029026948858,0.7381593714927048,0.6984567901234568,0.7446969696969699,0.7123456790123458,0.7618406285072952,0.5893752338196783,0.0671488389798247,0.1889351918379078,0.0,20,SR,4,RICE,0.08333333333333337
LUKE JACKSON,JT,24,0,0.6410774410774411,0.7916947250280585,0.7282547699214367,0.0462019262878187,0.7266554433221101,0.6950617283950618,0.7622615039281707,0.7282547699214368,0.7872053872053872,0.6614291058735504,0.0777989668771174,0.0961739071911701,0.0,16,JR,3,DUKE,0.04166666666666663
